path,主单元,槽位,基线指纹,文件类型,审查状态,入口/消费者,证据,发现ID或无发现理由
backend/alembic/versions/20260709_scene_spans_rag_visibility.py,R13,F4,7e663d2251c6b3fcc434f42876d8116b7c8836f0,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260710_asset_state_simplification.py,R13,F4,7e9a87a32a213eb66a459987a6532bac4287e3b3,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260710_novel_evidence.py,R13,F4,c00e2eb3b6ebb618317ec253ae0a2db71b45314a,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260710_scene_cross_chapter_suggestions.py,R13,F4,c4f20d14c5ed37401f7ba1fd20eea4d603798ff8,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260712_llm_max_tokens_12000.py,R13,F4,2431890fce97d274a43a51001a7e206880125fa3,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260712_p1_observability_task_lifecycle.py,R13,F4,35d0c66368841dad9791ef1596e63d15dc89f71a,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260713_drop_legacy_entity_aliases.py,R13,F4,8acc09dc36b7d9c7af9e69c9eff4d99c2b5bb6c3,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260713_restore_partial_unique_indexes.py,R13,F4,44bb43d74f83c1677622677944f6530edfcc8c2a,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260713_scene_fusion_suggestions.py,R13,F4,5c27a439e0126886412fcf671d134c49f2ecdc66,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260713_scene_replacement_results.py,R13,F4,228490f00f6ec2a5f366339299196bdb3cf16b09,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260713_schema_reconciliation.py,R13,F4,dce66916bec81586e1aadc29de035d81a7ecf337,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260714_map_dynamic_timeline.py,R13,F4,4d5acad9f619fa97897582176c68f877210bce0d,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260714_map_editor_layer_tree.py,R13,F4,092705de465551e1d3c99f174e32ccf892c1bd04,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260714_map_floor_paths.py,R13,F4,a513b4ca15f9bf91f07ec1e6c75b1abed9c9182e,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260714_smart_dedup_workbench.py,R13,F4,1070c27788de8ac12eea2a45fe8e82ee3a1b0f66,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260714_world_bible_synopsis_workspace.py,R13,F4,98e434c7371138df1cb27c84b51b2c7beac02e55,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260715_world_bible_v2.py,R13,F4,5cbc64467a89d50e7dcb0861495f94968fe9993f,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260716_rag_entity_appearances.py,R13,F4,4d83b47cc8df737b95834ebb5254dd2cee5537a2,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260716_story_outline.py,R13,F4,54e1b9768e0df15f5950736653ef15f2b47b7e5c,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260717_character_profiles.py,R13,F4,9104a37dc5429d51a22935c0d7d58375a2ecf2ec,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260717_reveal_thread_links.py,R13,F4,e8a4492c705a668025256791d207b88ea5d0e4c0,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260722_context_confirmation_asset_refs.py,R13,F4,17e2d8a0584efd95e0f2f11bff12439dba60142e,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260722_map_fact_observation_identity.py,R13,F4,52f626f9702456297784ee437aeec0950d69a914,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260722_map_visual_history.py,R13,F4,41b4e2dbf39d9471f37c79810fe34d032929c976,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260722_scene_memory_checkpoints.py,R13,F4,ba06b9d0f69be57bbaa021f231237d8c1e2ffef5,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260723_account_system.py,R13,F4,30d8f62c53d8079dbc264cf4dcdf44dd5949730b,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260724_task_coalescing_owners.py,R13,F4,4e3c7c705f20b0e7f5f8a1deef56ee6cc8aac78c,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260728_account_llm_credentials.py,R13,F4,bdd298b405955b95360a6cc93acaaeaf779d811b,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260728_interaction_rp.py,R13,F4,4abb9b89f3bad41e6247a759ba9883c8acc0a258,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260805_task_novel_id.py,R13,F4,406d9a9dd77745ff3a74855137561281b3cd7010,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260812_ai_map_atlas.py,R13,F4,4329dd033dbaf283c11d2008cb23063ada9fb6c2,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260813_map_prompt_upload.py,R13,F4,42d9e86fe127f9b1f7e1e38be9a41f7e472ec1d6,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260814_world_object_images.py,R13,F4,65016af74cad1d970f10a3f22fd3489ebaccfe17,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260815_story_scene_assets.py,R13,F4,0531c7eacb719ecfb65ba0414a31f4082111fb92,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260821_world_bible_draft_meta.py,R13,F4,1d155f7a3a4fe85d401da3d42db7dcc77e4c2115,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260821_world_validation_runs.py,R13,F4,19d66e594b0b367d7badbe8fb0d5bbe341bc8dfe,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260822_relation_alias_kinds.py,R13,F4,52c61e38c3f87a43da7057bbc85c69ed4e333fd7,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260827_project_author_tasks.py,R13,F4,31d4c7407150d8dcfe2369c900a448236a6afbf8,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260827_world_authority_phase0.py,R13,F4,f125b4a095fa66687eadb3268e4e7d1e363db6fc,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260901_rp_source_context.py,R13,F4,94fca48bd6578463cbda5d8834a95205242f68e6,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260908_unified_map.py,R13,F4,698b0776194efb5e81c1da364909e6893e860191,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260909_world_cocreation_sessions.py,R13,F4,f5069edf406cc32d0fa9fed30bc9b5c2e407a587,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260909_world_library_topics.py,R13,F4,1a36a9b7b131d1dcd76da709ffcbac31a6f3e730,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260910_world_review_phase4.py,R13,F4,d63eeea023fc6f1c22dae12a69d993626a3eacc9,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260911_assistant_runtime.py,R13,F4,0315b3c5fa929e1ca537a8d7d2b010c907ae1e77,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260912_web_search_consent.py,R13,F4,24da39416993c3db2b634c01bf4c73e66e31c17c,py,已审(W1),,,units/F4.md
backend/alembic/versions/20260913_schema_parity_repair.py,R13,F4,96f0820c58bff2fe9546a673c9eac917c396e40e,py,已审(W1),,,units/F4.md
backend/app/__init__.py,R01/R02,F1,dac3671321a7d75e2784737693b67ea55b155e39,py,已审(W1),,,units/F1.md
backend/app/bootstrap.py,R01/R02,F1,a68a86dc48a4b8a41de09634cecd81696a2dc028,py,已审(W1),,,units/F1.md
backend/app/debug_api.py,R01/R02,F1,9cf6cac0e144300a01cdfab348db3fa6fbfe38fd,py,已审(W1),,,units/F1.md
backend/app/http_rate_limit.py,R01/R02,F1,aae2819ffadc232344dea670f50a64909713d195,py,已审(W1),,,units/F1.md
backend/app/main.py,R01/R02,F1,08fcf68bb1ad0b9f25c2737a10a6a44bcb6dc5cc,py,已审(W1),,,units/F1.md
backend/app/task_runtime.py,R01/R02,F1,f33a5a27f7a12bca89d62d004adeca812d0ca29b,py,已审(W1),,,units/F1.md
backend/backend/.test-logs/deep_import_real_llm/deep_import_60_postgres_20260702T190224Z.jsonl,R16,F6,ced8d106c5f79895726b920d585c01a3c1dcd238,jsonl,已审(W1),,,units/F6.md
backend/backend/.test-logs/deep_import_real_llm/deep_import_60_postgres_plot_structure_20260702T193329Z.jsonl,R16,F6,19e45c291ff8fb105df1c6c8f451ab36d1774496,jsonl,已审(W1),,,units/F6.md
backend/backend/.test-logs/deep_import_real_llm/deep_import_60_postgres_stages_20260702T191220Z.jsonl,R16,F6,5b963f74a369566c3bf1b57df5d118d1287457fa,jsonl,已审(W1),,,units/F6.md
backend/backend/.test-logs/deep_import_real_llm/latest_postgres.json,R16,F6,9fdbf96bb6dd68a872165bf3313a2a77b0760a9a,json,已审(W1),,,units/F6.md
backend/backend/.test-logs/deep_import_real_llm/latest_postgres_plot_structure.json,R16,F6,92d0d8d05fac6ccf3a1630908e31722d13b67b23,json,已审(W1),,,units/F6.md
backend/backend/.test-logs/deep_import_real_llm/latest_postgres_stages.json,R16,F6,b30786766e13378bfadd5c84e776cb0c10119e2b,json,已审(W1),,,units/F6.md
backend/backend/.test-logs/llm_concurrency/latest.json,R16,F6,fd0bd520f94262c2a174bd7e0d02b0dc879aba65,json,已审(W1),,,units/F6.md
backend/backend/.test-logs/llm_concurrency/llm_concurrency_20260630T135538Z.jsonl,R16,F6,c6b2b62fb1349efcc3a0c73e34a5aeeafd02c895,jsonl,已审(W1),,,units/F6.md
backend/backend/.test-logs/llm_concurrency/llm_concurrency_20260630T135635Z.jsonl,R16,F6,50fbb0e837ecab7124718c2ee3389aecde438272,jsonl,已审(W1),,,units/F6.md
backend/backend/.test-logs/llm_concurrency/llm_concurrency_20260630T135748Z.jsonl,R16,F6,1ea2eb5fbee05b375cafcd5c2466123cee23f2ff,jsonl,已审(W1),,,units/F6.md
backend/backend/.test-logs/llm_concurrency/llm_concurrency_20260630T140006Z.jsonl,R16,F6,cb71af441550dda158ee101b2528ef9a78defa73,jsonl,已审(W1),,,units/F6.md
backend/conftest.py,R14,E1,834557e47d6d2f9fbdf5eddee5cf835af6f6fc80,py,已审(W2d),,,units/E1.md
backend/core/__init__.py,R01/R02,F1,80ca56cfd55967142f1d07e5950e92fdaae15237,py,已审(W1),,,units/F1.md
backend/core/api_params.py,R01/R02,F1,c27ba951e370c0ac60e33cdc4921854003c030cf,py,已审(W1),,,units/F1.md
backend/core/base.py,R01/R02,F1,2886e6df99f2ab4be220805020c6237b8c433926,py,已审(W1),,,units/F1.md
backend/core/config.py,R01/R02,F1,6d85107fa75108e8d3470b57801eecc4fdb0224e,py,已审(W1),,,units/F1.md
backend/core/container.py,R01/R02,F1,cda5b4b0010e9a22d2c6843aa2b4a1d311dfd68e,py,已审(W1),,,units/F1.md
backend/core/crud.py,R01/R02,F1,7b3c368f8388eeff24d8586327deef378b1e0a3d,py,已审(W1),,,units/F1.md
backend/core/csrf.py,R01/R02,F1,1f2805c4bc46800db716f8887be43ec9336850a6,py,已审(W1),,,units/F1.md
backend/core/database.py,R01/R02,F1,26d713120103fd69c7b657366344e0f354074e03,py,已审(W1),,,units/F1.md
backend/core/dependencies.py,R01/R02,F1,2400204017eea590fdc9900574a8b8caae914a5b,py,已审(W1),,,units/F1.md
backend/core/errors.py,R01/R02,F1,271a70f265329f886b606494fe81f7b34038245d,py,已审(W1),,,units/F1.md
backend/core/logging_context.py,R01/R02,F1,9ef0683c0dc33f7b9eb9f50b5c999cee8af23b25,py,已审(W1),,,units/F1.md
backend/evals/__init__.py,R14,E1,2f665563125f493cdbf739b52e6c61b9837f5c14,py,已审(W2d),,,units/E1.md
backend/evals/ask_world.py,R14,E1,b28a187388c182ca7104afc7ff1301d13ec12144,py,已审(W2d),,,units/E1.md
backend/evals/cache.py,R14,E1,720da16ce71da48cfd3a0655c0bf5219c936f899,py,已审(W2d),,,units/E1.md
backend/evals/cli.py,R14,E1,b6d8b8e97a60fc2d043c5439ad69fea2895764b8,py,已审(W2d),,,units/E1.md
backend/evals/codex_executor.py,R14,E1,a021ea5ca1ccf14b74efc7fa9f69678ed3852192,py,已审(W2d),,,units/E1.md
backend/evals/corpus.py,R14,E1,f6d22970cd6f1a524e3eb0f8d79d2c32bcd0ae97,py,已审(W2d),,,units/E1.md
backend/evals/datasets/README.md,R14,E1,53b13cd64ac0467d5577215b3e9be99e73417939,md,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/ask-world-model-probes-v1.jsonl,R14,E1,a4787c0f78ceaba99b31d1b693f8d4331b3c25eb,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/ask-world-v1.jsonl,R14,E1,cc125db2d955de309747950c2ab8619a7c8f74e1,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/fast-v1.jsonl,R14,E1,cb90ddea1c201592c380ea6f48627468e166d5dc,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/rp-context-v1.jsonl,R14,E1,753be10c0206a6fe57dc37b0226b7750639140d6,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/rp-long-memory-review-calibration-v1.jsonl,R14,E1,ad4750d3be14c215cdb80698a05e1ca2055e8384,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/rp-long-memory-v1.jsonl,R14,E1,2c1b46a8cece705652c4c59901aa7cbff5985d56,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/rp-long-memory-v2-holdout.jsonl,R14,E1,c8812c1d1fd42e73526c2c2b6aa5b1c2413ff96e,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/rp-long-memory-v2.jsonl,R14,E1,09b759200897bffd306511b623e43695190fe015,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/baselines/rp-long-memory-v3-production-holdout.jsonl,R14,E1,2117d65d3ca880fff9c9e0eff9738121ef9511c6,jsonl,已审(W2d),,,units/E1.md
backend/evals/datasets/manifests/fast-v1.json,R14,E1,3bcfda56ca5959f055305ed25d5fec8406bc4cca,json,已审(W2d),,,units/E1.md
backend/evals/generation.py,R14,E1,c7f424172f056b4ba2f5d03972fa8032c78e391d,py,已审(W2d),,,units/E1.md
backend/evals/metrics.py,R14,E1,2fc5ccdd13c17628e69339c61794613865ee4e3b,py,已审(W2d),,,units/E1.md
backend/evals/project_executor.py,R14,E1,380fbbc5772b937d7464e3bb431c7a4e2efbc6c9,py,已审(W2d),,,units/E1.md
backend/evals/qc.py,R14,E1,1d8e1122ff2339d53f267a64064a0b7ff5e9c79b,py,已审(W2d),,,units/E1.md
backend/evals/ragas_adapter.py,R14,E1,efeca3e60bbafb0ccc20f1e0c1a650036d6d75b0,py,已审(W2d),,,units/E1.md
backend/evals/readiness.py,R14,E1,66488a00998e711cffbdfee7281ab55134907938,py,已审(W2d),,,units/E1.md
backend/evals/report.py,R14,E1,b32a1c2f12efd5f80ef64c9921e7a34b816a208f,py,已审(W2d),,,units/E1.md
backend/evals/review.py,R14,E1,24a0a7dda6642ad7ea6a67d81d5d1ed49c6094a3,py,已审(W2d),,,units/E1.md
backend/evals/review_resolution.py,R14,E1,6c3985655a59c83f8c10c38297e68707a336a345,py,已审(W2d),,,units/E1.md
backend/evals/rp_context.py,R14,E1,7c517c873680aabd9fdd8dec7de026833277625e,py,已审(W2d),,,units/E1.md
backend/evals/rp_long_memory.py,R14,E1,7768a4e8e543cb64dad1525cdcf3e0db2b81a1da,py,已审(W2d),,,units/E1.md
backend/evals/runners/__init__.py,R14,E1,f94931618aa9674497b1806bc6635318aec5db66,py,已审(W2d),,,units/E1.md
backend/evals/runners/context_planner.py,R14,E1,5375ccb7afc9ab2b324556c4b2a1bdb4804e95cb,py,已审(W2d),,,units/E1.md
backend/evals/runners/outline.py,R14,E1,5f8b30ccf1d3225de5e58521240197322c2fdb60,py,已审(W2d),,,units/E1.md
backend/evals/runners/rag.py,R14,E1,636d688bb1c6c49170c490f75ff80fcfb93cba11,py,已审(W2d),,,units/E1.md
backend/evals/runners/scene.py,R14,E1,d36a753e9cce8abb05711bed81f6c90afac1dd6c,py,已审(W2d),,,units/E1.md
backend/evals/runners/world.py,R14,E1,8ae99307c488888789a08e9bfea75c0ef886a033,py,已审(W2d),,,units/E1.md
backend/evals/scene_gold.py,R14,E1,fec74e04baced587c93d0385861a1146d857e19e,py,已审(W2d),,,units/E1.md
backend/evals/schemas.py,R14,E1,1f5855f789aa53d96401f8bf17c2097612bc420c,py,已审(W2d),,,units/E1.md
backend/evals/tests/__init__.py,R14,E1,a424c2b65d6299579e65b34e58b98d6981e09a66,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_ask_world.py,R14,E1,f86d99fdee2a97c04b755d1019636a3cd0720116,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_corpus_metrics.py,R14,E1,e8de45629f4cebec097f5dbc117c9f1ad5844d13,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_generation_runners.py,R14,E1,cede3640cfc9220504ddace7d52cb219b1c1a3ed,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_project_executor.py,R14,E1,3bf790210b708ce88b1a26a56726fddaa2ed1aac,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_review.py,R14,E1,c65709fc22180bc96e205de7fb42ef083a7bfc74,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_review_resolution.py,R14,E1,c38ef3a10b4625b0e58c609bff2682abe0334b63,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_rp_context.py,R14,E1,ff1458a46ad5891f4cdb5f28fc5f2b1133a23362,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_rp_long_memory.py,R14,E1,ee359149289dc5c0a8204dde5c3a0c88e4b236c0,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_scene_gold.py,R14,E1,485c7a48ae158b07311e46d55d6c6a8ace251c2d,py,已审(W2d),,,units/E1.md
backend/evals/tests/test_schemas_qc.py,R14,E1,cebcf2b39ee0b3ce4e60f76b71dd01d87f3d1c46,py,已审(W2d),,,units/E1.md
backend/infrastructure/__init__.py,R10,F2,80244dd03fa9d1d3b03daf2e88706b63a953ce17,py,已审(W1),,,units/F2.md
backend/infrastructure/embedding/__init__.py,R10,F2,9d6c970ea210900ef0b4c1688d2d4856e9fd6c40,py,已审(W1),,,units/F2.md
backend/infrastructure/embedding/cache.py,R10,F2,766bf8107cd53bf4557116a974a1eeae5febb813,py,已审(W1),,,units/F2.md
backend/infrastructure/embedding/client.py,R10,F2,888ea3bfd5eeb58e4fd73835fff301493661307e,py,已审(W1),,,units/F2.md
backend/infrastructure/embedding/worker.py,R10,F2,09cb1a4754d83fa5b277fc5f4a94b81111ceca06,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/README.md,R10,F2,7f00084cdf00919d51827fe830cdda6fa55f25f1,md,已审(W1),,,units/F2.md
backend/infrastructure/llm/__init__.py,R10,F2,f4967755b26867f6dd0a426fa4881a2086749e14,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/agent_runtime.py,R10,F2,dd5ccea837b71abf3c856f397c21e4c2d4c95c55,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/agent_step_harness.py,R10,F2,47c030a2a5616f001c2e71dc793cf24a5b50590d,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/balance.py,R10,F2,9111f227ccf8530d57882b318be11ad9acc7a37a,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/capabilities.py,R10,F2,10dba0789518a9d8f949608451614d7559286cb5,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/client.py,R10,F2,1842cfdc59212b61ce1cc279cc61346387df9317,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/egress.py,R10,F2,8bae1fac2bc9f44a2f182a7dd16d483a671bffa9,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/errors.py,R10,F2,595c96f5de955bad1917ee5e48c79f26c8e6c71c,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/health.py,R10,F2,1796657e7daf0c522fee5143dd1b2d68935dcab7,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/image_client.py,R10,F2,0b6cb72e29440717f3d9e1f9256752ce33f9124b,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/limits.py,R10,F2,a4a9e6d210de80c1066c620049379c6387ef2308,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/native_search.py,R10,F2,79491806f0071401df9194796ca41439f43dc75c,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/profiles.py,R10,F2,fd2a14c55d2f6e1cdcb2d8e181be5307f9ddf623,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/prompt_loader.py,R10,F2,7db72974c1ce3cc2e9375772b5a170563b3e9d90,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/providers.py,R10,F2,1769520e8b01e37f31a7f4749fd000ebf6adcf3f,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/redaction.py,R10,F2,91b145d3e29d557cf3d829b945ccce2b58eec703,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/retry.py,R10,F2,f62c355de76e7bf51ce2fcec960c84f2b08eae4b,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/schemas.py,R10,F2,c4a462829afc92dada9e584af1011c5be08b101b,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/secret_store.py,R10,F2,92fd2a7e13af9f2f7a9b77872d91740b1802638f,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_agent_live.py,R10,F2,12ddf3517cdd47d4403114511d122d9318a993b1,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_agent_runtime.py,R10,F2,f8db01342ceba8a4ac7827367830dad97d6ff7a6,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_agent_step_harness.py,R10,F2,730d06ab06f44d9e82ac2454485fccd890e42ed5,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_balance.py,R10,F2,cc74d4c195a5bb7dfb6311dfb9f82beb6c7eee26,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_capabilities.py,R10,F2,eec200c0cbd62b8eb8f0d688d4df75afc0d5a417,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_client.py,R10,F2,8f9db3c53ed3de606c4c8a89d7e4c0cd4a1eca1b,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_health.py,R10,F2,470158207b78d447b856e5a427e928be42ab00b9,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_image_live.py,R10,F2,dc2315df2451611e7d3ba86ef2b8d7f1bf23218d,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_native_search.py,R10,F2,f675bdd3ec49bf705e847ca96463c9d54b181810,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_provider_transport.py,R10,F2,3f7de1a8bfbd61c75b6d9b94d4095ea730fbda4b,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_redaction.py,R10,F2,ea59c4554fd36ec9faa5993d76de8cc96f3d3513,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_retry.py,R10,F2,919657c896a7bbf970101b627313a45e8f2c8e11,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_schemas.py,R10,F2,d043d83d1740e8a20b3da88a26296b973fb22800,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_secret_store.py,R10,F2,65bed4a05916e90bd1ff41dd9dd574917dc64199,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_web_search.py,R10,F2,ed053f06fc3b8affaf86e095626aa1dac62a93a6,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/test_workflow_budget.py,R10,F2,b9b982cc3131cde050ce00bb3ba2182e5a6931fb,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/token_estimation.py,R10,F2,ea814af13bafa8082f98f09824ad2d5a229d18d9,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/web_search.py,R10,F2,d3356a5338b2f9fefe331c2d898194416590b02b,py,已审(W1),,,units/F2.md
backend/infrastructure/llm/workflow_budget.py,R10,F2,a4e5ef6629dcb7d85c97b551d14e6f1acf7050d8,py,已审(W1),,,units/F2.md
backend/infrastructure/schema_comparison.py,R01/R02,F1,6c71dad79bed0ab3a327cd7caafda5f97328846a,py,已审(W1),,,units/F1.md
backend/infrastructure/tasks/README.md,R10,F2,6463423be82b4ad8c5ab6a6fe98ee24760095b45,md,已审(W1),,,units/F2.md
backend/infrastructure/tasks/__init__.py,R10,F2,58f6a0ea94fcee54011c3883dc1760c391609f12,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/api.py,R10,F2,23f52cf40338585fc4a9635411c782b1898eb1c9,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/contracts.py,R10,F2,7143d6dad2a31bfa48d2a4620541d5f6491701e8,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/enqueuer.py,R10,F2,b4afe157ee8cbd490698dd936ebd24f3e8770a8c,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/facade.py,R10,F2,decb48061a3e44124eeade9d7e5fba6518a00a0e,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/identity.py,R10,F2,4454097d1756fb59847b59c198320b1f510c5bf5,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/inline.py,R10,F2,1a955e74808791e1a057682413764c245c0c9315,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/lifecycle.py,R10,F2,a330db0258ce3dde8cd78d60619373ccd3af3311,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/liveness.py,R10,F2,a7093d3e3188f97249262ffd185b4263d42ea530,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/models.py,R10,F2,56fff84f024c2118476d77c719091e655e6ed84e,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/registry.py,R10,F2,fc289f43ad3b55d3d535b863c79b6bfe0f26ef20,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_api.py,R10,F2,826fc48d5ec07f05d7d3e578bd88035dc0d7aa2d,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_coalescing.py,R10,F2,9ee56a05fa118d104c409e9b08abddf8bbcf70ae,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_domain_handlers.py,R10,F2,d605448052e7e821184732c91f24e61f89c8c9e2,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_identity.py,R10,F2,45aa5216eeb8873ca0cb2dcbdd9564b0bd86778d,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_lifecycle.py,R10,F2,d02915845589d90cc64c9f67d3ac011e9bf5e8c7,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_liveness.py,R10,F2,0a9aeb03eea4c313e830a6edcbbe150068edd148,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_registry.py,R10,F2,7508f019a5064a5675896761a1c298bf2c1ab3f8,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/test_worker_run_once.py,R10,F2,2a0602992ea67129b907ea600c593da13f82abd2,py,已审(W1),,,units/F2.md
backend/infrastructure/tasks/worker.py,R10,F2,6033555f59ae0d5a2d0789da8a4d880b4de78099,py,已审(W1),,,units/F2.md
backend/infrastructure/tests/test_embedding.py,R10,F2,ae290c19b9c56bcea0b173f8e91eed939278e379,py,已审(W1),,,units/F2.md
backend/modules/account/README.md,R03,D1,7fe0f765098df642037b7895862dbbbac2821e92,md,已审(W2a),,,units/D1.md
backend/modules/account/__init__.py,R03,D1,8c931652e1430a3c4d80c2615e3c00de3d686cd0,py,已审(W2a),,,units/D1.md
backend/modules/account/api.py,R03,D1,170b3c54e344fb9672379496c1c4436aeea44584,py,已审(W2a),,,units/D1.md
backend/modules/account/constants.py,R03,D1,338ee9f623809b404a875b713da78a841e167b72,py,已审(W2a),,,units/D1.md
